Name,Street Address,Locality,State,Zip code,Telephone,fax
Cat Clinic Of Cobb,2635 Sandy Plains Rd,Marietta,GA,30066, (770) 973-6369, (770) 973-5772
Abundant Animal Care Veterinary Hospital,2675 Ball Ground Hwy,Canton,GA,30114, (770) 479-0048, (770) 704-0820
Barnesville Animal Clinic,204 Burnette Rd,Barnesville,GA,30204, (770) 358-3763, (770) 358-1198
Animal Medical Ctr,9100 Knox Bridge Hwy,Canton,GA,30114, (770) 479-0111, (770) 479-4960
Villa Rica Animal Hospital,1700 Rockmart Rd,Villa Rica,GA,30180, (770) 459-1145, (770) 459-0496
Trickum Ridge Animal Hospital,11990 Highway 92,Woodstock,GA,30188, (770) 516-1111, (770) 516-9665
Animal Care Clinic-Tallapoosa,126 Head Ave,Tallapoosa,GA,30176, (770) 574-8232,
Sweet Dreams In-Home Euthansia,12195 Highway 92 suite 114-216,Woodstock,GA,30188, (770) 880-1596, (770) 926-7421
Bankhead Animal Hospital,4015 Bankhead Hwy,Douglasville,GA,30134, (770) 942-9077, (770) 949-4495
Hiram Animal Hospital,1019 Hiram Douglasville Hwy,Hiram,GA,30141, (770) 439-1117, (770) 439-1296
Kay Animal Hospital,8991 Highway 5,Douglasville,GA,30133, (770) 949-7030, (770) 949-0294
Hwy 5 Animal Hospital,3340 Highway 5,Douglasville,GA,30135, (678) 501-7770, (678) 501-7775
West Mobile Vet - Dr. H Marseli,PO Box 6632 ,Douglasville,GA,30154, (770) 942-4984, (678) 838-2828
Ball Ground Animal Hospital,101 Civic Dr,Ball Ground,GA,30107, (678) 454-1000, (678) 454-1010
Wayside Animal Clinic,99 Cove Rd,Jasper,GA,30143, (706) 692-2210, (706) 692-9512
Paws on Main,371 N Main St,Jasper,GA,30143, (706) 253-2266, (706) 253-2278
Animal Medical Clinic,292 Burton St,Jasper,GA,30143, (706) 253-6284, (706) 253-6283
Equine Medical Assoc,2280 Pine Dr,Douglasville,GA,30135, (770) 928-4400, (770) 942-9982
Douglas Oaks Animal Hospital,3939 Highway 5,Douglasville,GA,30135, (770) 949-6560, (770) 949-2637
King Animal Hospital PC,67 New St,Rockmart,GA,30153, (770) 684-7162, (770) 684-3460
The Ark Animal Hospital,23 Highland Pavilion Ct,Hiram,GA,30141, (770) 943-9820, (770) 943-8311
St. Francis Animal Hospital,"8879 Dallas Acworth Hwy, Ste. 140",Dallas,GA,30132, (770) 975-3341, (770) 975-3314
Paulding Animal Clinic,301 Butler Industrial Dr,Dallas,GA,30132, (770) 445-6185, (770) 505-7366
New Hope Animal Hospital,49 Hosiery Mill Road Ste 135,Dallas,GA,30157, (770) 485-1536, (770) 505-7366
New Georgia Animal Hospital,6101 Villa Rica Hwy,Dallas,GA,30157, (770) 505-7387, (770) 505-7366
BANFIELD THE PET HOSPITAL,2940 CHAPEL HILL RD,DOUGLASVILLE,GA,30135, (770) 577-6607, (770) 577-4482
East Paulding Animal Hospital,3041 Charles Hardy Parkway,Dallas,GA,30157, (770) 445-7300, (770) 469-6102
Douglasville Veterinary Hosp,6220 Fairburn Rd,Douglasville,GA,30134, (770) 942-9974, (770) 942-9982
Woodstock Veterinary Hospital,607 Mauldin Dr,Woodstock,GA,30188, (770) 926-3722, (678) 494-4701
Whatley-Sherman Veterinary Cln,415 Plainville Rd NE,Rome,GA,30161, (706) 291-4587, (706) 291-4759
West Rome Animal Clinic,2012 Shorter Ave NW,Rome,GA,30165, (706) 235-8861, (706) 235-5512
Possum Trot Veterinary Clinic,10 Addington Dr NW,Rome,GA,30165, (706) 290-1920, (706) 290-1920
North Broad Animal Clinic,1818 N Broad St NE,Rome,GA,30161, (706) 295-2344, (706) 295-2353
Mount Berry Animal Hospital,2965 Martha Berry Highway,Rome,GA,30165, (706) 232-0364, (706) 234-2228
Lake View Animal Clinic,3299 Alabama Hwy SW,Rome,GA,30165, (706) 232-0168, (706) 232-8532
EAST ROME ANIMAL CLINIC,9 COMMERCE CT SE,ROME,GA,30161, (706) 235-8211, (706) 234-5920
Culbreth-Carr-Watson Animal Clinic,1223 East 2nd Ave,ROME,GA,30161, (706) 234-9243, (706) 234-5920
Animal Medical Center of Rome,13 John Maddox Dr NW,Rome,GA,30165, (706) 290-9301,
Olde Towne Animal Hospital,121 Mill St,Woodstock,GA,30188, (770) 516-9767, (770) 426-4257
Georgia Animal Project,PO Box 689,Holly Springs,GA,30142, (770) 704-7297, (770) 928-9954
Family Pet Hospital,12910 Highway 92,Woodstock,GA,30188, (770) 928-9094, (770) 928-9954
East Cherokee Veterinary Clinic,7211 Hickory Flat Highway,Woodstock,GA,30188, (770) 213-8481, (678) 802-6724
Crossroads Veterinary Hospital,9500 Main St,Woodstock,GA,30188, (770) 591-5474, (770) 591-8987
Cat Snip,"301 Hickory Ridge Trail, Suite 120",Woodstock,GA,30188, (770) 455-7077, (770) 455-7522
Kare Bears Cuddly Paws Mobile Vet,15 Terry White,Aragon,GA,30104, (770) 634-2885,
Equine Verterinary Svc,1482 Old Alabama Rd,Taylorsville,GA,30178, (770) 382-7475,
Waleska Animal Hospital,6787 Reinhardt College Pkwy,Waleska,GA,30183, (770) 345-1611, (770) 479-7170
Riverstone Animal Hospital,112 Bluffs Pkwy,Canton,GA,30114, (770) 479-7141, (770) 479-7170
Quick Shots,149 Reinhardt College Pkwy #6,Canton,GA,30114, (678) 493-5288, (678) 493-5297
Mirror Lake Animal Hospital,2000 Mirror Lake Blvd,Villa Rica,GA,30180, (770) 783-9231, (770) 783-9379
Atlanta West Veterinary Hospital,102 Thomas Dorsey Dr,Villa Rica,GA,30180, (770) 459-2253, (770) 459-2706
Pets Shots Express,150 Prominence Point Pkwy #200,Canton,GA,30114, (678) 880-3947, (770) 720-0283
Persimmon Creek Animal Hospital,7875 Union Hill Rd.,Canton,GA,30114, (770) 456-5678, (770) 720-0283
Bridge Mill Animal Hospital,9560 Bells Ferry Rd,Canton,GA,30114, (770) 479-2200, (770) 479-2210
Cherokee Animal Hospital,2424 Marietta Hwy,Canton,GA,30114, (770) 479-6505, (770) 720-2715
Animal Medical Center of Holly Springs,"5939 Holly Springs Parkway, STE 101",Woodstock,GA,30188, (770) 924-3587, (770) 924-3592
Allatoona Animal Hospital,6733 Bells Ferry Rd,Woodstock,GA,30188, (678) 445-1111, (678) 445-6200
Acres Mill Veterinary Clinic,2460 Ball Ground Hwy,Canton,GA,30114, (770) 479-1905, (770) 200-1524
Polk Veterinary Care,736 EAST AVE,Cedartown,GA,30125, (770) 748-0173,
Animal Medical Ctr,815 Joe Frank Harris Pkwy SE,Cartersville,GA,30120, (770) 386-4444, (770) 382-5543
All About Animals Veterinary Services,P.O. Box 1044,Carrollton,GA,30112, (770) 830-8387, (770) 834-5006
Westside Animal Hospital,201 Douthit Ferry Rd,Cartersville,GA,30120, (770) 607-3055, (770) 607-3059
Lakeview Animal Hospital,202 Burns Rd,Carrollton,GA,30117, (770) 214-2552, (770) 832-2476
Carroll County Animal Hospital,635 Columbia Dr,Carrollton,GA,30117, (770) 832-2475, (770) 832-2476
VCA Carrollton Animal Hospital,515 Clifton Ter,Carrollton,GA,30117, (770) 834-6671, (770) 832-8145
Southland Veterinary Svc,2984 Stateline Rd.,Bowdon,GA,30108, (770) 834-2539, (770) 258-9888
Price Creek Animal Hospital,401 Price Creek Rd,Bremen,GA,30110, (770) 537-6705, (770) 824-5811
Southland Veterinary Svc,2984 Stateline Rd,Bowdon,GA,30108, (770) 258-1900, (770) 258-9888
Bremen Animal Hospital,805 Alabama Ave S,Bremen,GA,30110, (770) 537-2357, (770) 537-0579
Bowdon Animal Clinic,145 City Hall Ave,Bowdon,GA,30108, (770) 258-3256, (770) 834-5006
All Pets & Paws Animal Hospital ,175 N Highway 113,Carrollton,GA,30117, (770) 834-7044, (770) 834-5006
Pet Vet Clinic,1163 Burnt Hickory Rd SE # D,Cartersville,GA,30120, (770) 386-5066, (770) 382-8501
Cartersville Animal Hospital,109 E Felton Rd,Cartersville,GA,30120, (770) 382-8570, (770) 382-8501
Bartow & Acworth Animal Hosp,124 S Morningside Dr,Cartersville,GA,30121, (770) 386-2362, (770) 386-2375
