Modification,Chassis ID,Engine,Drive
RS,"ABA-,L350S",EF-DET,FF
CUSTOM X,"ABA-,L360S",EF-VE,Full-time 4WD
TG LIMITED,"E-,L500S",EF-FL,FF
CG LIMITED,"E-,L500S",EF-FL,FF
CG LIMITED,"E-,L500S",EF-FL,FF
TG,"E-,L500S",EF-FL,FF
TG,"E-,L500S",EF-FL,FF
CG,"E-,L500S",EF-FL,FF
CUSTOM X,"DBA-,L185S",KF-VE,Full-time 4WD
X LIMITED,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM RS,"CBA-,L175S",KF-DET,FF
X LIMITED,"DBA-,L175S",KF-VE,FF
L,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM RS,"CBA-,L185S",KF-DET,Full-time 4WD
CUSTOM RS,"ABA-,L360S",EF-DET,Full-time 4WD
X LIMITED SMILE SELECTION II,"CBA-,L350S",EF-VE,FF
X LIMITED SMILE SELECTION II,"ABA-,L360S",EF-VE,Full-time 4WD
X SMILE SELECTION II,"CBA-,L350S",EF-VE,FF
X SMILE SELECTION II,"ABA-,L360S",EF-VE,Full-time 4WD
HAPPY SELECTION,"CBA-,L350S",EF-VE,FF
CG,"E-,L500S",EF-FL,FF
TR,"E-,L510S",EF-ZL,Part-time 4WD
TR,"E-,L510S",EF-ZL,Full-time 4WD
CR,"E-,L510S",EF-ZL,Part-time 4WD
CR,"E-,L510S",EF-ZL,Full-time 4WD
TG LIMITED,"E-,L510S",EF-ZL,Part-time 4WD
TG LIMITED,"E-,L510S",EF-ZL,Full-time 4WD
CG LIMITED,"E-,L510S",EF-ZL,Part-time 4WD
CUSTOM R,"CBA-,L185S",KF-DET,Full-time 4WD
CUSTOM X LIMITED,"DBA-,L185S",KF-VE,Full-time 4WD
HAPPY SELECTION,"ABA-,L360S",EF-VE,Full-time 4WD
X SMILE SELECTION,"ABA-,L360S",EF-VE,Full-time 4WD
X SMILE SELECTION,"CBA-,L350S",EF-VE,FF
X LIMITED SMILE SELECTION,"CBA-,L350S",EF-VE,FF
X LIMITED SMILE SELECTION,"ABA-,L360S",EF-VE,Full-time 4WD
L,"CBA-,L350S",EF-VE,FF
L,"ABA-,L360S",EF-VE,Full-time 4WD
X,"CBA-,L350S",EF-VE,FF
CG LIMITED,"E-,L510S",EF-ZL,Full-time 4WD
TC,"V-,L500V",EF-CL,FF
TC,"V-,L500V",EF-CL,FF
TB,"V-,L500V",EF-CL,FF
TB,"V-,L500V",EF-CL,FF
TA,"V-,L500V",EF-CL,FF
TA,"V-,L500V",EF-CL,FF
X,"DBA-,L175S",KF-VE,FF
L,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM X,"DBA-,L175S",KF-VE,FF
VS,"DBA-,L150S",EF-VE,FF
VS,"CBA-,L160S",EF-VE,Full-time 4WD
CUSTOM VS,"DBA-,L150S",EF-VE,FF
CUSTOM VS,"CBA-,L160S",EF-VE,Full-time 4WD
CUSTOM L HDD NAVI EDITION,"CBA-,L160S",EF-VE,Full-time 4WD
X,"ABA-,L360S",EF-VE,Full-time 4WD
TA,"V-,L510V",EF-CL,Part-time 4WD
TR,"E-,L502S",JB-EL,FF
TR,"E-,L502S",JB-EL,FF
CR,"E-,L502S",JB-EL,FF
CR,"E-,L502S",JB-EL,FF
CUSTOM R HDD NAVI EDITION,"CBA-,L160S",EF-DET,Full-time 4WD
CUSTOM RS HDD NAVI EDITION,"CBA-,L160S",EF-DET,Full-time 4WD
CUSTOM L HDD NAVI EDITION,"DBA-,L150S",EF-VE,FF
CUSTOM X HDD NAVI EDITION,"CBA-,L150S",EF-VE,FF
CUSTOM X HDD NAVI EDITION,"CBA-,L160S",EF-VE,Full-time 4WD
CUSTOM R HDD NAVI EDITION,"CBA-,L150S",EF-DET,FF
CUSTOM RS HDD NAVI EDITION,"CBA-,L152S",JB-DET,FF
CUSTOM VS HDD NAVI EDITION,"DBA-,L150S",EF-VE,FF
X LIMITED,"CBA-,L350S",EF-VE,FF
X LIMITED,"ABA-,L360S",EF-VE,Full-time 4WD
TV,"E-,L502S",JB-EL,FF
TV,"E-,L502S",JB-EL,FF
CV,"E-,L502S",JB-EL,FF
CV,"E-,L502S",JB-EL,FF
TX,"E-,L500S",EF-EL,FF
TX,"E-,L500S",EF-EL,FF
CX,"E-,L500S",EF-EL,FF
CX,"E-,L500S",EF-EL,FF
TL,"E-,L500S",EF-KL,FF
CUSTOM VS HDD NAVI EDITION,"CBA-,L160S",EF-VE,Full-time 4WD
CUSTOM X HDD NAVI EDITION,"DBA-,L150S",EF-VE,FF
CUSTOM RS,"CBA-,L152S",JB-DET,FF
CUSTOM R,"CBA-,L150S",EF-DET,FF
CUSTOM VS,"DBA-,L150S",EF-VE,FF
CUSTOM X,"CBA-,L150S",EF-VE,FF
CUSTOM X,"DBA-,L150S",EF-VE,FF
L,"UA-,L350S",EF-VE,FF
L,"LA-,L360S",EF-VE,Full-time 4WD
R,"TA-,L350S",EF-DET,FF
R,"TA-,L360S",EF-DET,Full-time 4WD
RS,"TA-,L350S",EF-DET,FF
RS,"TA-,L360S",EF-DET,Full-time 4WD
TL,"E-,L500S",EF-KL,FF
CL,"E-,L500S",EF-KL,FF
CL,"E-,L500S",EF-KL,FF
TS,"E-,L500S",EF-KL,FF
TS,"E-,L500S",EF-KL,FF
CS,"E-,L500S",EF-KL,FF
CS,"E-,L500S",EF-KL,FF
CL TURBO,"E-,L500S",EF-JL,FF
TX,"E-,L510S",EF-EL,Part-time 4WD
CUSTOM VS,"CBA-,L160S",EF-VE,Full-time 4WD
CUSTOM L,"DBA-,L150S",EF-VE,FF
CUSTOM RS,"CBA-,L160S",EF-DET,Full-time 4WD
CUSTOM R,"CBA-,L160S",EF-DET,Full-time 4WD
CUSTOM X,"CBA-,L160S",EF-VE,Full-time 4WD
CUSTOM L,"CBA-,L160S",EF-VE,Full-time 4WD
X,"UA-,L350S",EF-VE,FF
X,"LA-,L360S",EF-VE,Full-time 4WD
X LIMITED,"UA-,L350S",EF-VE,FF
X LIMITED,"LA-,L360S",EF-VE,Full-time 4WD
RS,"TA-,L350S",EF-DET,FF
R,"TA-,L350S",EF-DET,FF
X LIMITED,"UA-,L350S",EF-VE,FF
TX,"E-,L510S",EF-EL,Full-time 4WD
CX,"E-,L510S",EF-EL,Part-time 4WD
CX,"E-,L510S",EF-EL,Full-time 4WD
TL,"E-,L510S",EF-EL,Part-time 4WD
TL,"E-,L510S",EF-EL,Full-time 4WD
CUSTOM RS HDD NAVI EDITION,"CBA-,L152S",JB-DET,FF
CUSTOM RS HDD NAVI EDITION,"CBA-,L160S",EF-DET,Full-time 4WD
CUSTOM R HDD NAVI EDITION,"CBA-,L150S",EF-DET,FF
CUSTOM R HDD NAVI EDITION,"CBA-,L160S",EF-DET,Full-time 4WD
CUSTOM X HDD NAVI EDITION,"CBA-,L150S",EF-VE,FF
CUSTOM X HDD NAVI EDITION,"DBA-,L150S",EF-VE,FF
CUSTOM X HDD NAVI EDITION,"CBA-,L160S",EF-VE,Full-time 4WD
X,"UA-,L350S",EF-VE,FF
L,"UA-,L350S",EF-VE,FF
RS,"TA-,L360S",EF-DET,Full-time 4WD
R,"TA-,L360S",EF-DET,Full-time 4WD
X LIMITED,"LA-,L360S",EF-VE,Full-time 4WD
X,"LA-,L360S",EF-VE,Full-time 4WD
L,"LA-,L360S",EF-VE,Full-time 4WD
CL,"E-,L510S",EF-EL,Part-time 4WD
CL,"E-,L510S",EF-EL,Full-time 4WD
TS,"E-,L510S",EF-EL,Part-time 4WD
TS,"E-,L510S",EF-EL,Full-time 4WD
CS,"E-,L510S",EF-EL,Part-time 4WD
CUSTOM VS HDD NAVI EDITION,"DBA-,L150S",EF-VE,FF
CUSTOM VS HDD NAVI EDITION,"CBA-,L160S",EF-VE,Full-time 4WD
CUSTOM L HDD NAVI EDITION,"DBA-,L150S",EF-VE,FF
CUSTOM L HDD NAVI EDITION,"CBA-,L160S",EF-VE,Full-time 4WD
CS,"E-,L510S",EF-EL,Full-time 4WD
TC,"V-,L500V",EF-CL,FF
TC,"V-,L500V",EF-CL,FF
TB,"V-,L500V",EF-CL,FF
TB,"V-,L500V",EF-CL,FF
TA,"V-,L510V",EF-CL,Part-time 4WD
L NAVI EDITION II,"CBA-,L150S",EF-VE,FF
L NAVI EDITION II,"CBA-,L150S",EF-VE,FF
L NAVI EDITION II,"ABA-,L160S",EF-VE,Full-time 4WD
L LIMITED NAVI EDITION II,"CBA-,L150S",EF-VE,FF
L NAVI EDITION II,"ABA-,L160S",EF-VE,Full-time 4WD
L LIMITED NAVI EDITION II,"ABA-,L160S",EF-VE,Full-time 4WD
L LIMITED NAVI EDITION II,"CBA-,L150S",EF-VE,FF
L LIMITED NAVI EDITION II,"ABA-,L160S",EF-VE,Full-time 4WD
X NAVI EDITION II,"CBA-,L150S",EF-VE,FF
TB,"V-,L510V",EF-CL,Part-time 4WD
X NAVI EDITION II,"ABA-,L160S",EF-VE,Full-time 4WD
X LIMITED NAVI EDITION II,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM L NAVI EDITION II,"ABA-,L160S",EF-VE,Full-time 4WD
X LIMITED NAVI EDITION II,"CBA-,L150S",EF-VE,FF
R NAVI EDITION II,"ABA-,L160S",EF-DET,Full-time 4WD
R NAVI EDITION II,"ABA-,L150S",EF-DET,FF
PICO,"E-,L200S",EF-CL,FF
PICO,"E-,L200S",EF-CL,FF
PICO,"E-,L200S",EF-CL,FF
PICO,"E-,L200S",EF-CL,FF
PICO,"E-,L210S",EF-HL,Part-time 4WD
PICO,"E-,L210S",EF-EL,Part-time 4WD
PICO,"E-,L210S",EF-HL,Part-time 4WD
PICO,"E-,L210S",EF-EL,Full-time 4WD
Pit,"V-,L210V",EF-CL,Part-time 4WD
CUSTOM L V SELECTION NAVI EDITION II,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM X NAVI EDITION II,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM X NAVI EDITION II,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM X NAVI EDITION II,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM L NAVI EDITION II,"CBA-,L150S",EF-VE,FF
Pit,"V-,L210V",EF-FL,Full-time 4WD
TG,"E-,L500S",EF-FL,FF
TG,"E-,L500S",EF-FL,FF
CG,"E-,L500S",EF-FL,FF
CG,"E-,L500S",EF-FL,FF
2 SEATER,"V-,L500V",EF-CL,FF
TA,"V-,L500V",EF-CL,FF
TA,"V-,L500V",EF-CL,FF
J-TYPE Q,"E-,L200S",EF-HL,FF
CUSTOM X LIMITED NAVI EDITION II,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM X LIMITED NAVI EDITION II,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM L V SELECTION NAVI EDITION II,"CBA-,L150S",EF-VE,FF
CUSTOM R NAVI EDITION II,"ABA-,L160S",EF-DET,Full-time 4WD
CUSTOM X NAVI EDITION II,"CBA-,L150S",EF-VE,FF
J-TYPE Q,"E-,L200S",EF-HL,FF
J-TYPE Q,"E-,L200S",EF-HL,FF
J-TYPE Q,"E-,L200S",EF-HL,FF
J TURBO,"E-,L200S",EF-JL,FF
J TURBO,"E-,L200S",EF-JL,FF
CUSTOM R NAVI EDITION II,"ABA-,L160S",EF-DET,Full-time 4WD
CUSTOM R LIMITED NAVI EDITION II,"ABA-,L160S",EF-DET,Full-time 4WD
CUSTOM R LIMITED NAVI EDITION II,"ABA-,L160S",EF-DET,Full-time 4WD
CUSTOM X NAVI EDITION II,"DBA-,L150S",EF-VE,FF
CUSTOM X LIMITED NAVI EDITION II,"CBA-,L150S",EF-VE,FF
CUSTOM R NAVI EDITION II,"ABA-,L150S",EF-DET,FF
J TURBO,"E-,L200S",EF-JL,FF
J TURBO,"E-,L200S",EF-JL,FF
Pit,"E-,L200S",EF-CL,FF
Pit,"E-,L200S",EF-CL,FF
Pit,"E-,L200S",EF-CL,FF
Pit,"E-,L200S",EF-CL,FF
CUSTOM R LIMITED NAVI EDITION II,"ABA-,L150S",EF-DET,FF
CUSTOM RS V SELECTION,"ABA-,L152S",JB-DET,FF
CUSTOM RS V SELECTION,"ABA-,L160S",EF-DET,Full-time 4WD
CUSTOM L V SELECTION,"CBA-,L150S",EF-VE,FF
CUSTOM L V SELECTION,"ABA-,L160S",EF-VE,Full-time 4WD
R,"ABA-,L150S",EF-DET,FF
X,"CBA-,L150S",EF-VE,FF
L,"CBA-,L150S",EF-VE,FF
J,"E-,L210S",EF-HL,Part-time 4WD
J,"E-,L210S",EF-EL,Full-time 4WD
J,"E-,L210S",EF-HL,Part-time 4WD
J,"E-,L210S",EF-EL,Full-time 4WD
Pit,"E-,L210S",EF-HL,Part-time 4WD
Pit,"E-,L210S",EF-EL,Full-time 4WD
Pit,"E-,L210S",EF-HL,Part-time 4WD
Pit,"E-,L210S",EF-EL,Full-time 4WD
L,"CBA-,L150S",EF-VE,FF
R,"ABA-,L160S",EF-DET,Full-time 4WD
X,"ABA-,L160S",EF-VE,Full-time 4WD
L,"ABA-,L160S",EF-VE,Full-time 4WD
L,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM RS LIMITED,"ABA-,L152S",JB-DET,FF
CUSTOM RS,"ABA-,L152S",JB-DET,FF
CUSTOM R,"ABA-,L150S",EF-DET,FF
RV-4,"E-,L210S",EF-JL,Full-time 4WD
RV-4,"E-,L210S",EF-JL,Full-time 4WD
2 SEATER,"V-,L200V",EF-CL,FF
A,"V-,L200V",EF-CL,FF
A,"V-,L200V",EF-CL,FF
Pit,"V-,L200V",EF-CL,FF
Pit,"V-,L200V",EF-CL,FF
CUSTOM X,"CBA-,L150S",EF-VE,FF
CUSTOM X,"DBA-,L150S",EF-VE,FF
CUSTOM L,"CBA-,L150S",EF-VE,FF
CUSTOM RS LIMITED,"ABA-,L160S",EF-DET,Full-time 4WD
CUSTOM RS,"ABA-,L160S",EF-DET,Full-time 4WD
CUSTOM R,"ABA-,L160S",EF-DET,Full-time 4WD
CUSTOM R,"ABA-,L160S",EF-DET,Full-time 4WD
Si,"E-,L210S",EF-EL,Part-time 4WD
GRAN,"E-,L200S",EF-EL,FF
GRAN,"E-,L200S",EF-EL,FF
Si,"E-,L200S",EF-EL,FF
CUSTOM X,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM X,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM X,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM L,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM X LIMITED,"CBA-,L150S",EF-VE,FF
CUSTOM R LIMITED,"ABA-,L150S",EF-DET,FF
CUSTOM X LIMITED,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM X LIMITED,"ABA-,L160S",EF-VE,Full-time 4WD
Si,"E-,L200S",EF-EL,FF
Si,"E-,L200S",EF-EL,FF
Si,"E-,L210S",EF-EL,Full-time 4WD
J,"E-,L210S",EF-HL,Part-time 4WD
J,"E-,L210S",EF-EL,Full-time 4WD
J,"E-,L210S",EF-HL,Part-time 4WD
J,"E-,L210S",EF-EL,Full-time 4WD
Si,"E-,L200S",EF-EL,FF
Pit,"E-,L200S",EF-CL,FF
CUSTOM R LIMITED,"ABA-,L160S",EF-DET,Full-time 4WD
CUSTOM R LIMITED,"ABA-,L160S",EF-DET,Full-time 4WD
L LIMITED,"CBA-,L150S",EF-VE,FF
L LIMITED,"CBA-,L150S",EF-VE,FF
X LIMITED,"CBA-,L150S",EF-VE,FF
L LIMITED,"ABA-,L160S",EF-VE,Full-time 4WD
L LIMITED,"ABA-,L160S",EF-VE,Full-time 4WD
Pit,"E-,L200S",EF-CL,FF
Pit,"E-,L200S",EF-CL,FF
X LIMITED,"ABA-,L160S",EF-VE,Full-time 4WD
CUSTOM X,"DBA-,L150S",EF-VE,FF
CUSTOM RS,"CBA-,L152S",JB-DET,FF
CUSTOM L,"DBA-,L150S",EF-VE,FF
CUSTOM X,"CBA-,L150S",EF-VE,FF
Pit,"E-,L200S",EF-CL,FF
GRAN,"E-,L210S",EF-EL,Part-time 4WD
GRAN,"E-,L210S",EF-EL,Full-time 4WD
Pit,"E-,L210S",EF-HL,Part-time 4WD
Pit,"E-,L210S",EF-EL,Full-time 4WD
J-TYPE Q,"E-,L200S",EF-HL,FF
J-TYPE Q,"E-,L200S",EF-HL,FF
J-TYPE Q,"E-,L200S",EF-HL,FF
CUSTOM X,"DBA-,L150S",EF-VE,FF
CUSTOM R,"CBA-,L150S",EF-DET,FF
CUSTOM L,"CBA-,L160S",EF-VE,Full-time 4WD
CUSTOM X,"CBA-,L160S",EF-VE,Full-time 4WD
CUSTOM R,"CBA-,L160S",EF-DET,Full-time 4WD
CUSTOM RS,"CBA-,L160S",EF-DET,Full-time 4WD
J-TYPE Q,"E-,L200S",EF-HL,FF
J-TYPE S,"E-,L200S",EF-KL,FF
J-TYPE S,"E-,L200S",EF-KL,FF
Pit,"E-,L210S",EF-HL,Part-time 4WD
Pit,"E-,L210S",EF-EL,Full-time 4WD
L,"DBA-,L150S",EF-VE,FF
L,"DBA-,L150S",EF-VE,FF
L TURBO,"CBA-,L150S",EF-DET,FF
X,"DBA-,L150S",EF-VE,FF
L,"CBA-,L160S",EF-VE,Full-time 4WD
L,"CBA-,L160S",EF-VE,Full-time 4WD
J-TYPE S,"E-,L200S",EF-KL,FF
J-TYPE S,"E-,L200S",EF-KL,FF
J-TYPE P,"E-,L200S",EF-CL,FF
J-TYPE P,"E-,L200S",EF-CL,FF
J-TYPE P,"E-,L200S",EF-CL,FF
J-TYPE P,"E-,L200S",EF-CL,FF
J TURBO,"E-,L200S",EF-JL,FF
J TURBO,"E-,L200S",EF-JL,FF
L TURBO,"CBA-,L160S",EF-DET,Full-time 4WD
X,"CBA-,L160S",EF-VE,Full-time 4WD
J TURBO,"E-,L200S",EF-JL,FF
J TURBO,"E-,L200S",EF-JL,FF
J,"V-,L200V",EF-CL,FF
J,"V-,L200V",EF-CL,FF
Pit,"V-,L200V",EF-CL,FF
Pit,"V-,L200V",EF-CL,FF
A,"V-,L200V",EF-CL,FF
A,"V-,L200V",EF-CL,FF
Pit,"V-,L210V",EF-CL,Part-time 4WD
HAPPY DAY STYLE,"DBA-,L150S",EF-VE,FF
HAPPY DAY STYLE,"CBA-,L160S",EF-VE,Full-time 4WD
L LIMITED,"UA-,L150S",EF-VE,FF
L LIMITED,"UA-,L150S",EF-VE,FF
X LIMITED,"UA-,L150S",EF-VE,FF
L LIMITED,"LA-,L160S",EF-VE,Full-time 4WD
L LIMITED,"LA-,L160S",EF-VE,Full-time 4WD
X LIMITED,"LA-,L160S",EF-VE,Full-time 4WD
CUSTOM X LIMITED,"UA-,L150S",EF-VE,FF
CUSTOM R LIMITED,"LA-,L150S",EF-DET,FF
Pit,"V-,L210V",EF-FL,Full-time 4WD
A,"V-,L210V",EF-CL,Part-time 4WD
2 SEATER,"V-,L200V",EF-CL,FF
RV-4,"E-,L210S",EF-JL,Full-time 4WD
RV-4,"E-,L210S",EF-JL,Full-time 4WD
J-QI,"E-,L200S",EF-EL,FF
J-QI,"E-,L200S",EF-EL,FF
PARCO S,"E-,L200S",EF-HL,FF
CUSTOM X LIMITED,"LA-,L160S",EF-VE,Full-time 4WD
CUSTOM X LIMITED,"LA-,L160S",EF-VE,Full-time 4WD
CUSTOM R LIMITED,"LA-,L160S",EF-DET,Full-time 4WD
CUSTOM R LIMITED,"LA-,L160S",EF-DET,Full-time 4WD
CUSTOM L NAVI EDITION,"UA-,L150S",EF-VE,FF
L NAVI EDITION,"UA-,L150S",EF-VE,FF
L NAVI EDITION,"UA-,L150S",EF-VE,FF
PARCO S,"E-,L200S",EF-HL,FF
PARCO S,"E-,L200S",EF-HL,FF
PARCO S,"E-,L200S",EF-HL,FF
CUSTOM X NAVI EDITION,"UA-,L150S",EF-VE,FF
X NAVI EDITION,"LA-,L160S",EF-VE,Full-time 4WD
CUSTOM X NAVI EDITION,"UA-,L150S",EF-VE,FF
X NAVI EDITION,"UA-,L150S",EF-VE,FF
CUSTOM X LIMITED NAVI EDITION,"UA-,L150S",EF-VE,FF
PARCO L,"E-,L200S",EF-CL,FF
PARCO L,"E-,L200S",EF-CL,FF
PARCO L,"E-,L200S",EF-CL,FF
PARCO L,"E-,L200S",EF-CL,FF
PARCO S,"E-,L210S",EF-HL,Part-time 4WD
R NAVI EDITION,"LA-,L150S",EF-DET,FF
L NAVI EDITION,"LA-,L160S",EF-VE,Full-time 4WD
CUSTOM R LIMITED NAVI EDITION,"LA-,L150S",EF-DET,FF
L NAVI EDITION,"LA-,L160S",EF-VE,Full-time 4WD
R NAVI EDITION,"LA-,L160S",EF-DET,Full-time 4WD
CUSTOM R NAVI EDITION,"LA-,L150S",EF-DET,FF
PARCO S,"E-,L210S",EF-EL,Full-time 4WD
PARCO S,"E-,L210S",EF-HL,Part-time 4WD
PARCO S,"E-,L210S",EF-EL,Full-time 4WD
J-TYPE Q,"E-,L200S",EF-HL,FF
J-TYPE Q,"E-,L200S",EF-HL,FF
J-TYPE Q,"E-,L200S",EF-HL,FF
J-TYPE Q,"E-,L200S",EF-HL,FF
CUSTOM RS NAVI EDITION,"LA-,L152S",JB-DET,FF
CUSTOM L NAVI EDITION,"LA-,L160S",EF-VE,Full-time 4WD
CUSTOM X NAVI EDITION,"LA-,L160S",EF-VE,Full-time 4WD
CUSTOM X NAVI EDITION,"LA-,L160S",EF-VE,Full-time 4WD
CUSTOM X NAVI EDITION,"LA-,L160S",EF-VE,Full-time 4WD
J-TYPE P,"E-,L200S",EF-CL,FF
J-TYPE P,"E-,L200S",EF-CL,FF
J-TYPE P,"E-,L200S",EF-CL,FF
J-TYPE P,"E-,L200S",EF-CL,FF
J TURBO,"E-,L200S",EF-JL,FF
J TURBO,"E-,L200S",EF-JL,FF
J TURBO,"E-,L200S",EF-JL,FF
J TURBO,"E-,L200S",EF-JL,FF
CUSTOM X LIMITED NAVI EDITION,"LA-,L160S",EF-VE,Full-time 4WD
L LIMITED NAVI EDITION,"UA-,L150S",EF-VE,FF
CUSTOM X LIMITED NAVI EDITION,"LA-,L160S",EF-VE,Full-time 4WD
L LIMITED NAVI EDITION,"UA-,L150S",EF-VE,FF
L LIMITED NAVI EDITION,"LA-,L160S",EF-VE,Full-time 4WD
L LIMITED NAVI EDITION,"LA-,L160S",EF-VE,Full-time 4WD
X LIMITED NAVI EDITION,"UA-,L150S",EF-VE,FF
J,"E-,L210S",EF-HL,Part-time 4WD
J,"E-,L210S",EF-EL,Full-time 4WD
J,"E-,L210S",EF-HL,Part-time 4WD
J,"E-,L210S",EF-EL,Full-time 4WD
GRAN LIMITED,"E-,L200S",EF-EL,FF
GRAN LIMITED,"E-,L200S",EF-EL,FF
PADDY S,"E-,L200S",EF-CL,FF
Pit,"E-,L200S",EF-CL,FF
Pit,"E-,L200S",EF-CL,FF
Pit,"E-,L200S",EF-CL,FF
X LIMITED NAVI EDITION,"LA-,L160S",EF-VE,Full-time 4WD
CUSTOM R NAVI EDITION,"LA-,L160S",EF-DET,Full-time 4WD
CUSTOM R NAVI EDITION,"LA-,L160S",EF-DET,Full-time 4WD
CUSTOM R LIMITED NAVI EDITION,"LA-,L160S",EF-DET,Full-time 4WD
CUSTOM R LIMITED NAVI EDITION,"LA-,L160S",EF-DET,Full-time 4WD
CUSTOM RS NAVI EDITION,"LA-,L160S",EF-DET,Full-time 4WD
Pit,"E-,L200S",EF-CL,FF
J,"V-,L200V",EF-CL,FF
J,"V-,L200V",EF-CL,FF
PIT-EXTRA,"V-,L200V",EF-CL,FF
PIT-EXTRA,"V-,L200V",EF-CL,FF
CUSTOM L,"UA-,L900S",EF-VE,FF
CUSTOM L,"UA-,L900S",EF-VE,FF
CUSTOM L,"LA-,L910S",EF-VE,Full-time 4WD
CUSTOM L,"LA-,L910S",EF-VE,Full-time 4WD
CUSTOM L M4,"LA-,L910S",EF-VE,Full-time 4WD
CUSTOM PARCO TURBO NAVI EDITION,"LA-,L900S",EF-DET,FF
RS PARCO NAVI EDITION,"UA-,L900S",EF-VE,FF
CUSTOM PARCO NAVI EDITION,"UA-,L900S",EF-VE,FF
Pit,"V-,L200V",EF-CL,FF
Pit,"V-,L200V",EF-CL,FF
A,"V-,L200V",EF-CL,FF
A,"V-,L200V",EF-CL,FF
2 SEATER,"V-,L200V",EF-CL,FF
Pit,"V-,L210V",EF-CL,Part-time 4WD
A,"V-,L210V",EF-CL,Part-time 4WD
PARCO S,"E-,L200S",EF-HL,FF
PARCO S,"E-,L200S",EF-HL,FF
PARCO S,"E-,L200S",EF-HL,FF
CUSTOM PARCO TURBO NAVI EDITION,"LA-,L910S",EF-DET,Full-time 4WD
RS PARCO NAVI EDITION,"LA-,L910S",EF-VE,Full-time 4WD
CUSTOM PARCO NAVI EDITION,"LA-,L910S",EF-VE,Full-time 4WD
NAVI EDITION S PACKAGE,"UA-,L900S",EF-VE,FF
NAVI EDITION,"UA-,L900S",EF-VE,FF
PARCO L,"E-,L200S",EF-CL,FF
PARCO L,"E-,L200S",EF-CL,FF
PARCO L,"E-,L200S",EF-CL,FF
PARCO L,"E-,L200S",EF-CL,FF
PARCO S,"E-,L210S",EF-HL,Part-time 4WD
PARCO S,"E-,L210S",EF-HL,Part-time 4WD
NAVI EDITION S PACKAGE,"LA-,L910S",EF-VE,Full-time 4WD
NAVI EDITION,"LA-,L910S",EF-VE,Full-time 4WD
AERO RS-XX LIMITED,"LA-,L902S",JB-DET,FF
AERO RS-XX LIMITED,"LA-,L912S",JB-DET,Full-time 4WD
R,"LA-,L150S",EF-DET,FF
X,"UA-,L150S",EF-VE,FF
L,"UA-,L150S",EF-VE,FF
L,"UA-,L150S",EF-VE,FF
PARCO S,"E-,L200S",EF-HL,FF
CROSS 4,"E-,L210S",EF-JL,Full-time 4WD
TR-4 EFI,"E-,L220S",EF-JL,FF
TR-4 EFI,"E-,L220S",EF-JL,FF
R,"LA-,L160S",EF-DET,Full-time 4WD
X,"LA-,L160S",EF-VE,Full-time 4WD
L,"LA-,L160S",EF-VE,Full-time 4WD
L,"LA-,L160S",EF-VE,Full-time 4WD
CUSTOM RS LIMITED,"LA-,L152S",JB-DET,FF
CUSTOM RS,"LA-,L152S",JB-DET,FF
CUSTOM R,"LA-,L150S",EF-DET,FF
ROUGE,"E-,L200S",EF-CL,FF
ROUGE,"E-,L200S",EF-CL,FF
ROUGE,"E-,L210S",EF-HL,Part-time 4WD
11TH ANNIVERSARY,"E-,L200S",EF-CL,FF
11TH ANNIVERSARY,"E-,L200S",EF-CL,FF
PARCO,"E-,L200S",EF-EL,FF
PARCO,"E-,L200S",EF-EL,FF
PARCO SI,"E-,L200S",EF-EL,FF
PARCO SI,"E-,L200S",EF-EL,FF
CUSTOM X,"UA-,L150S",EF-VE,FF
CUSTOM X,"UA-,L150S",EF-VE,FF
CUSTOM L,"UA-,L150S",EF-VE,FF
CUSTOM RS LIMITED,"LA-,L160S",EF-DET,Full-time 4WD
CUSTOM RS,"LA-,L160S",EF-DET,Full-time 4WD
CUSTOM R,"LA-,L160S",EF-DET,Full-time 4WD
CUSTOM R,"LA-,L160S",EF-DET,Full-time 4WD
CUSTOM X,"LA-,L160S",EF-VE,Full-time 4WD
PARCO S,"E-,L200S",EF-HL,FF
PARCO S,"E-,L200S",EF-HL,FF
PARCO S,"E-,L200S",EF-HL,FF
PARCO S,"E-,L200S",EF-HL,FF
PARCO L,"E-,L200S",EF-CL,FF
PARCO L,"E-,L200S",EF-CL,FF
PARCO L,"E-,L200S",EF-CL,FF
PARCO L,"E-,L200S",EF-CL,FF
PARCO S,"E-,L210S",EF-HL,Part-time 4WD
PARCO S,"E-,L210S",EF-EL,Full-time 4WD
